False positive rate,True positive rate,Area
0.0,0.0,82.24
0.012295081967213115,0.00980392156862745,82.24
0.02663934426229508,0.00980392156862745,82.24
0.028688524590163935,0.014705882352941176,82.24
0.03278688524590164,0.014705882352941176,82.24
0.045081967213114756,0.0196078431372549,82.24
0.0471311475409836,0.024509803921568627,82.24
0.04918032786885246,0.024509803921568627,82.24
0.055327868852459015,0.0392156862745098,82.24
0.06352459016393443,0.049019607843137254,82.24
0.06762295081967214,0.058823529411764705,82.24
0.07172131147540983,0.06862745098039216,82.24
0.07991803278688525,0.08823529411764706,82.24
0.08401639344262295,0.09313725490196079,82.24
0.0860655737704918,0.10294117647058823,82.24
0.09016393442622951,0.10784313725490197,82.24
0.09631147540983606,0.11274509803921569,82.24
0.09836065573770492,0.11764705882352941,82.24
0.10245901639344263,0.12745098039215685,82.24
0.10655737704918032,0.13725490196078433,82.24
0.11475409836065574,0.1568627450980392,82.24
0.12090163934426229,0.16666666666666666,82.24
0.12295081967213115,0.1715686274509804,82.24
0.12704918032786885,0.18627450980392157,82.24
0.1290983606557377,0.18627450980392157,82.24
0.13114754098360656,0.19117647058823528,82.24
0.13319672131147542,0.19117647058823528,82.24
0.13524590163934427,0.20098039215686275,82.24
0.13934426229508196,0.21568627450980393,82.24
0.1413934426229508,0.22058823529411764,82.24
0.14344262295081966,0.23039215686274508,82.24
0.14549180327868852,0.23529411764705882,82.24
0.14959016393442623,0.24019607843137256,82.24
0.15163934426229508,0.25,82.24
0.1557377049180328,0.2549019607843137,82.24
0.1598360655737705,0.27450980392156865,82.24
0.16393442622950818,0.29411764705882354,82.24
0.1680327868852459,0.29901960784313725,82.24
0.1680327868852459,0.3088235294117647,82.24
0.17008196721311475,0.3235294117647059,82.24
0.1721311475409836,0.3333333333333333,82.24
0.1762295081967213,0.3627450980392157,82.24
0.1762295081967213,0.36764705882352944,82.24
0.1762295081967213,0.37745098039215685,82.24
0.17827868852459017,0.39215686274509803,82.24
0.17827868852459017,0.4117647058823529,82.24
0.17827868852459017,0.4166666666666667,82.24
0.18237704918032788,0.4264705882352941,82.24
0.18237704918032788,0.44607843137254904,82.24
0.18442622950819673,0.46568627450980393,82.24
0.1864754098360656,0.47549019607843135,82.24
0.1864754098360656,0.5196078431372549,82.24
0.1864754098360656,0.5343137254901961,82.24
0.1864754098360656,0.5490196078431373,82.24
0.1864754098360656,0.5784313725490197,82.24
0.19467213114754098,0.6078431372549019,82.24
0.20081967213114754,0.6078431372549019,82.24
0.2028688524590164,0.6176470588235294,82.24
0.20491803278688525,0.6372549019607843,82.24
0.20491803278688525,0.6519607843137255,82.24
0.20491803278688525,0.6666666666666666,82.24
0.2069672131147541,0.6862745098039216,82.24
0.2069672131147541,0.6911764705882353,82.24
0.2069672131147541,0.7058823529411765,82.24
0.2069672131147541,0.7254901960784313,82.24
0.2069672131147541,0.7352941176470589,82.24
0.21106557377049182,0.7352941176470589,82.24
0.21106557377049182,0.7549019607843137,82.24
0.2151639344262295,0.7549019607843137,82.24
0.2192622950819672,0.7843137254901961,82.24
0.22540983606557377,0.7892156862745098,82.24
0.22950819672131148,0.8088235294117647,82.24
0.23155737704918034,0.8235294117647058,82.24
0.23155737704918034,0.8382352941176471,82.24
0.2336065573770492,0.8627450980392157,82.24
0.24180327868852458,0.8725490196078431,82.24
0.24385245901639344,0.8774509803921569,82.24
0.24385245901639344,0.9264705882352942,82.24
0.2459016393442623,0.946078431372549,82.24
0.2459016393442623,0.9754901960784313,82.24
0.25,0.9754901960784313,82.24
0.26434426229508196,0.9754901960784313,82.24
0.2725409836065574,0.9754901960784313,82.24
0.27459016393442626,0.9754901960784313,82.24
0.2786885245901639,0.9754901960784313,82.24
0.29098360655737704,0.9754901960784313,82.24
0.29508196721311475,0.9754901960784313,82.24
0.29918032786885246,1.0,82.24
0.3012295081967213,1.0,82.24
0.3094262295081967,1.0,82.24
0.3114754098360656,1.0,82.24
0.3155737704918033,1.0,82.24
0.3176229508196721,1.0,82.24
0.33401639344262296,1.0,82.24
0.35450819672131145,1.0,82.24
0.35860655737704916,1.0,82.24
0.3729508196721312,1.0,82.24
0.3770491803278688,1.0,82.24
0.38934426229508196,1.0,82.24
1.0,1.0,82.24
