False positive rate,True positive rate,Area
0.0,0.0,87.26
0.0,0.016666666666666666,87.26
0.0,0.21666666666666667,87.26
0.01694915254237288,0.21666666666666667,87.26
0.01694915254237288,0.3,87.26
0.03389830508474576,0.3,87.26
0.03389830508474576,0.3333333333333333,87.26
0.05084745762711865,0.3333333333333333,87.26
0.05084745762711865,0.35,87.26
0.06779661016949153,0.35,87.26
0.06779661016949153,0.36666666666666664,87.26
0.0847457627118644,0.36666666666666664,87.26
0.0847457627118644,0.6,87.26
0.1016949152542373,0.6,87.26
0.1016949152542373,0.7166666666666667,87.26
0.11864406779661017,0.7166666666666667,87.26
0.11864406779661017,0.7666666666666667,87.26
0.15254237288135594,0.7666666666666667,87.26
0.15254237288135594,0.85,87.26
0.1694915254237288,0.85,87.26
0.1694915254237288,0.8666666666666667,87.26
0.23728813559322035,0.8666666666666667,87.26
0.23728813559322035,0.8833333333333333,87.26
0.3559322033898305,0.8833333333333333,87.26
0.3559322033898305,0.9,87.26
0.4067796610169492,0.9,87.26
0.4067796610169492,0.9166666666666666,87.26
0.423728813559322,0.9166666666666666,87.26
0.423728813559322,0.9333333333333333,87.26
0.4745762711864407,0.9333333333333333,87.26
0.4745762711864407,0.95,87.26
0.6440677966101694,0.95,87.26
0.6440677966101694,0.9666666666666667,87.26
0.6949152542372882,0.9666666666666667,87.26
0.6949152542372882,0.9833333333333333,87.26
0.9491525423728814,0.9833333333333333,87.26
0.9491525423728814,1.0,87.26
1.0,1.0,87.26
