False positive rate,True positive rate,Area
0.0,0.0,78.49
0.29133858267716534,0.7509727626459144,78.49
0.4409448818897638,0.9299610894941635,78.49
0.6141732283464567,0.9883268482490273,78.49
1.0,1.0,78.49
